Price,Brand,Processor Base Frequency,Processor Max Frequency,Processor Brand,Processor Model,Generation,Processor Core,Processor Thread,CPU Cache,Chipset Model,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Total RAM Slot,Max RAM Capacity,Storage Type,Storage Capacity,Extra M.2 Slot,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,VGA/D-Sub,HDMI Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,LAN,WiFi,Bluetooth,Fingerprint Sensor,Security Locker Slot,Security Chip,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Refresh Rate,Bus Speed,Graphics Type,Audio Features,Display Port,Camera Privacy Shutter,Other Features,Supported SSD Type,Mini HDMI Port,USB 2 Port,Processor,Display,Memory,Storage,Graphics,Chipset,Battery,Adapter,Audio,Keyboard,Wi-Fi,USB (s),HDMI,Dimensions (W x D x H),Color(s),Manufacturing Warranty,Removable,HDD RPM,Storage Upgrade,Body Material,Keyboard Features,Backup Time (Approx),Response TIme
110130,Lenovo,1.8,4.3,AMD,Ryzen 7,5th Gen,8,16,"L2 Cache: 4MB
L3 Cache: 8MB",AMD SoC Platform,14,IPS,FHD (1920×1080),10-point Multi-touch,"250nits Glossy, 360 Degree Display Rotation",1 x 16GB Onboard,DDR4,2,NULL,M.2 2280 PCIe 3.0x4 NVMe SSD,512GB,N/A,AMD Radeon Graphics,Shared,Backlit Keyboard,Yes,720p,Yes,"2x, Array",N/A,4-in-1 Card Reader,NULL,1x HDMI,2x USB 3.1 Type-A Gen 1 (one Always on),1x USB Type-C (with the function of Power Delivery 3.0 only),NULL,NULL,"802.11ac, 2×2",Bluetooth 5.0,Touch Style,NULL,Firmware TPM 2.0,Windows 11 Home,Integrated,52.5Wh,65W USB-C (3-pin),Graphite Grey,321.5mm x 217.5mm x 17.9-20.8mm / 12.65″ x 8.56″ x 0.7-0.82″,1.5 KG,3 Years Warranty,NULL,3200 MHz,NULL,NULL,NULL,Yes,Lenovo Digital Pen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,"PC + ABS (Top), PC + GF (Bottom)",English (EU),NULL,NULL
110130,Acer,Up ,Up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12MB,Intel Integrated SoC,15.6,IPS,Full HD (1920 x 1080),No,"Slim Bezel, Acer ComfyView LED-backlit TFT LCD",8GB (4GBx2),DDR4,2,Upto 32 GB,"PCIe Gen3, 8 Gb/s, NVMe SSD",512 GB,Yes,NVIDIA GeForce RTX 2050,4GB,Backlit Keyboard,"Multi-gesture secure touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; Fingerprint application commands","T-Type HD camera with 1280 x 720 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",Stereo,Yes,N/A,N/A,NULL,1x HDMI,3x USB 3.2 Gen 1 ports,"1x USB Type-C port (Supporting Thunderbolt-4, USB 3.2 Gen 2, Display Port over USB-C, USB Charging 5V; 3A)",Yes,N/A,Intel Wireless Wi-Fi 6E AX211,Bluetooth 5.2,N/A,NULL,NULL,Windows 11 Home,3-cell Li-ion,50 Wh,3-pin 90 W AC adapter,Obsidian Black,"Height: 1.79 cm
Width: 36.2 cm
Depth: 23.7 cm",1.8 Kg,2 Years Warranty (Battery & Adapter 1 Year),NULL,NULL,GDDR6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,"99-/100-/103-key with international language support, with indicators of CapsLock and F4/Microphone mute",NULL,NULL
108540,Asus,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,15.6,OLED,FHD (1920 x 1080),No,"16:9, Anti-glare display, 250nits,NTSC: 45%,Screen-to-body ratio: 85 %",8GB x 1 (onboard),DDR4,2,16GB,M.2 NVMe PCIe 3.0 SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,Illuminated Chiclet Keyboard,Yes,HD,Yes,Yes,Yes,"Micro SD
Micro SD 4.0",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x Headphone out,N/A,Wi-Fi 6,Bluetooth 5.0 (Dual band) 2*2,Yes,NULL,Firmware TPM,Windows 11 64-bit,3 -Cell,42 Wh,"ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W,  Input: 100~240V AC 50/60Hz universal","HEARTY GOLD (L1661W-S513EQ / L1733W-S513EQ)
INDIE BLACK (L1662W-S513EQ / L1734W-S513EQ)",35.90 x 23.50 x 1.79 ~ 1.79 cm,1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,GDDR5,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",NULL,NULL,BIOS Booting User Password Protection,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1x STD 2.5” SATA HDD,NULL,"Num-key
1.4mm Key-travel",NULL,NULL
109450,Asus,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,15.6,OLED,FHD (1920 x 1080),No,"16:9 aspect ratio, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, SGS Eye Care Display, Screen-to-body ratio: 85 ％",8GB (Onboard),DDR4,2,Up to 16GB,PCIe Gen3 x2 M.2 SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,Backlit Chiclet Keyboard,Yes,HD,Yes,Yes,N/A,"Micro SD 
Micro SD 4.0",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x Headphone out,N/A,Wi-Fi 5(802.11ac),Bluetooth 4.1,Yes,NULL,Firmware TPM,Windows 10 64-bit,3-cell Li-ion,"42WHrs, 3S1P","ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","Indie Black (L1435T-K513EQ)
Hearty Gold (L1434T-K513EQ)",35.90 x 23.50 x 1.79 ~ 1.79 cm,1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,GDDR5,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",NULL,NULL,BIOS Booting User Password Protection,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,"Additional HDD Can be added, and SSD can be replaced",NULL,"Num-key
1.4mm Key-travel",NULL,0.2ms
110170,Asus,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,15.6,OLED,FHD (1920 x 1080),No,"16:9, Anti-glare display, 250nits, NTSC: 45%,Screen-to-body ratio: 85 %",8GB (onboard),DDR4,2,Up to 16GB,M.2 NVMe PCIe 3.0 SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,Illuminated Chiclet Keyboard,Yes,HD,Yes,Yes,N/A,"Micro SD 
Micro SD 4.0",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x Headphone out,N/A,Wi-Fi 6(802.11ax),Bluetooth 5.0 (Dual band) 2*2,Yes,NULL,Firmware TPM,Windows 11,3 -Cell,42 Wh,"ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","Indie Black (L1597W-K513EQ / L1662W-S513EQ / L1734W-S513EQ)
Hearty Gold (L1596W-K513EQ / L1733W-S513EQ)",35.90 x 23.50 x 1.79 ~ 1.79 cm,1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,GDDR5,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",NULL,NULL,BIOS Booting User Password Protection,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1x STD 2.5” SATA HDD,NULL,"Num-key
1.4mm Key-travel",NULL,NULL
109450,Acer,Up ,Up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12MB,Intel Integrated SoC,15.6,IPS,Full HD (1920 x 1080),No,"Slim Bezel, Acer ComfyView LED-backlit TFT LCD",16GB (8GBx2),DDR4,2,Upto 32 GB,"PCIe Gen4, 16 Gb/s, NVMe",512 GB,Yes,NVIDIA GeForce RTX 2050,4GB,Backlit Keyboard,"Multi-gesture secure touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; Fingerprint application commands","T-Type HD camera with 1280 x 720 resolution, 720p HD video at 30 fps",Stereo,"Yes, with Temporal Noise Reduction",N/A,N/A,NULL,1x HDMI,3x USB 3.2 Gen 1 ports,"1x USB Type-C port (Supporting Thunderbolt-4, USB 3.2 Gen 2, Display Port over USB-C, USB Charging 5V; 3A)",Yes,N/A,Intel Wireless Wi-Fi 6E AX211,Bluetooth 5.2,N/A,NULL,NULL,Windows 11 Home,3-cell Lithium Ion (Li-Ion),50 Wh,3-pin 90 W AC adapter,Steel Gray,"Height: 1.79 cm
Width: 36.2 cm
Depth: 23.7 cm",1.8 Kg,2 Years,NULL,NULL,GDDR6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,"99-/100-/103-key with international language support, with indicators of CapsLock and F4/Microphone mute",NULL,NULL
115010,Apple,2.0,2.0,Apple,M1 chip,NULL,8,8,16 MB,NULL,13.3,Retina display with IPS technology,2560 X 1600,No,LED-backlit;  227 pixels per inch with support for millions of colors,8GB,Unified memory,NULL,NULL,SSD,256GB,N/A,Apple 7-core GPU,Shared,Backlit Magic Keyboard,"Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures",HD,Stereo speakers,Three-mic array with directional beamforming,N/A,N/A,Yes,Yes,NULL,Two Thunderbolt / USB 4 ports,3.5 mm headphone jack,N/A,"802.11ac Wi-Fi wireless network, compatible with IEEE 802.11a / b / g / n",5.0 wireless technology,N/A,NULL,NULL,macOS,lithium‑polymer,49.9‑watt‑hour,30W USB-C power adapter,Space Gray,"Thickness: 0.41 to 1.61 cm (0.16 to 0.63 inches)
Width: 30.41 cm (11.97 inches)
Depth: 21.24 cm (8.36 inches)",1.29 kg (2.8 lbs),01 year International Limited Warranty (Terms & Condition Apply As Per Apple),NULL,NULL,NULL,"Wide stereo sound
Support for Dolby Atmos playback",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,"78 (ANSI) or 79 (ISO) keys including 12 function keys and 4 arrow keys in an inverted-T arrangement
Ambient light sensor",NULL,NULL
112750,Asus,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,14,IPS,FHD (1920 x 1080),Yes,"360° Flip & Touch Screen, 16:9 LED Backlit, 250NITS, Anti-Glare, WV Display",16GB,DDR4,1,32GB,M.2 NVMe PCIe 3.0 SSD,512GB,Yes,Intel Iris Xe Graphics,Shared,Backlit Chiclet Keyboard,Yes,720p,Yes,Yes,N/A,1x Micro SD card reader,NULL,1x HDMI 1.4 Port,2x USB 3.2 Gen 2 Type-A,1x Thunderbolt 4 supports display and power delivery,1x 3.5mm Combo Audio Jack,1 x RJ45 Gigabit Ethernet,Intel Wi-Fi 6 (802.11ax),Bluetooth 4.2 (Dual band) 1*1,Yes,Kensington Security Slot,Trusted Platform Module (TPM) 2.0,Free Dos,3 Cell,50WHrs,65W AC Adapter,Star Black,32.90 x 22.39 x 1.92 ~ 1.95 cm,1.61Kg (with Battery),3 Years,NULL,3200MHz,NULL,NULL,NULL,Yes,US MIL-STD 810H military-grade standard,M.2 NVMe PCIe 3.0 SSD,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Installed SSD can be upgradeable,Aluminum,NULL,NULL,NULL
116640,Lenovo,3.1,4.4,Intel,Core i5,11th,4,8,8 MB,NULL,15.6,FHD,NULL,NULL,NULL,8GB,DDR4,NULL,Up to 32GB,M.2 2280 PCIe 3.0x4 NVMe SSD,512GB,N/A,NVIDIA GeForce RTX 3050,4GB,White Backlit Keyboard,NULL,720P HD Cam,2W x2 Stereo,Array,N/A,NULL,NULL,1 x HDMI,1 x USB 3.2,Type-C Gen 1,Yes,10/100/1000 Mbps Ethernet,"802.11ax, 2×2 Wireless",Bluetooth 5.0,N/A,NULL,NULL,Win11 Home,NULL,NULL,NULL,Shadow Black,359 x 249.6 x 24.9 mm (14.13 x 9.83 x 0.98 inches),2.2 KG,03 years International Limited Warranty (Terms & conditions Apply As Per Lenovo),NULL,3200MHz,GDDR6,"High Definition (HD) Audio
Realtek ALC3287 codec
Nahimic Audio",NULL,Privacy Shutter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5mm Key-Travel Distance Keyboard along,NULL,NULL
117720,MSI,3.3,4.4,Intel,Core i5,12th Gen,"8 (Performance-cores: 4, Efficient-cores: 4)",12,12MB,Intel HM570,15.6,IPS,FHD (1920x1080),NULL,"16:9, IPS-Level 144Hz 45%NTSC",8GB,DDR4,2,64GB,NVMe,512GB,N/A,NVIDIA GeForce RTX 2050,4GB,Backlight Keyboard,NULL,HD type (30fps@720p),Yes,Yes,NULL,NULL,NULL,1x (4K @ 30Hz) HDMI,3x Type-A USB 3.2 Gen 1,1x Type-C USB 3.2 Gen 1,"1x Headphone-out
1x Mic-in",Gb LAN,802.11 ax Wi-Fi 6,Bluetooth v5.1,NULL,NULL,NULL,Windows 11 Home,"3 cell, Li-Polymer",52.4Whr,120W adapter,Black,359 x 254 x 21.7 mm,4.10 lbs/ 1.86KG,02 year International Warranty,144Hz,3200MHz,GDDR6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Additional HDD Can be added, and SSD can be replaced",NULL,"Backlight Keyboard (Single-Color, Red)",NULL,NULL
115600,Asus,2.4,4.2,Intel,Core i5,11th Gen,4,8,8MB,NULL,14,FHD LED,1920x1080 (WxH) FHD,NULL,"Aspect ratio: 16:9, IPS-level Panel, LED Backlit: 300 Nits, 100% sRGB color gamut for non-OLED, Screen-to-body ratio: 90%",8GB,DDR4,1,8GB,NVMe PCIe,512GB SSD,N/A,Intel Iris Xe Graphics,Shared,Backlit Chiclet Keyboard,Yes,HD Camera,Yes,Yes,NULL,NULL,NULL,1x HDMI,1x USB 3.2 Gen 1 Type-A,2x Thunderbolt 4,1x 3.5mm combo,NULL,Wi-Fi 6(802.11ax),Bluetooth 5.0,No,NULL,Firmware TPM,Win-11 Home,"4 Cell, Li-ion",67WHrs,65W AC Adapter,Pine Grey,319.0 x 208.0 x 13.9 - 13.9 mm,1.17 kg,02 years International Limited Warranty (Battery 1 year),60 Hz,NULL,Integrated,harman/kardon (Premium),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL
112200,Asus,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,14,IPS,FHD (1920 x 1080),No,"16:9 LED Backlit, 250NITS, Anti-Glare, WV Display",16GB,DDR4,NULL,NULL,M.2 NVMe PCIe 3.0 SSD,512GB,NULL,Intel Iris Xe Graphics,Shared,Illuminated Keyboard,Yes,720p,Yes,Yes,N/A,NULL,1x VGA Port,1x HDMI 1.4 Port,2x USB 3.2 Gen 2 Type-A,1x Thunderbolt 4 supports display and power delivery,1x 3.5mm Combo Audio Jack,1x RJ45 LAN Jack for LAN insert(10/100/1000),Intel Wi-Fi 6 (802.11ax),Bluetooth 5 (Dual band) 2 x 2,Yes,NULL,NULL,Free Dos,3 Cell,42WHR,65w Adapter,Star Black,32.34 x 21.56 x 1.92 cm,1.45 kg (With Battery),3 Years,NULL,3200MHz,NULL,NULL,NULL,NULL,US MIL-STD 810H & TÜV Certified,NULL,NULL,1x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aluminum,NULL,NULL,NULL
117700,Acer,Up ,Up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12MB,Intel Integrated SoC,14,IPS LCD,QHD (2560 x 1440),No,NULL,16GB Onboard,LPDDR4X,NULL,NULL,NVMe PCI Express SSD,512 GB,NULL,Iris Xe Graphics,Shared,Backlit Keyboard,Multi-gesture touchpad,Yes,2x Stereo,Yes,N/A,N/A,NULL,1x HDMI,2x USB 3.2 Gen 2 ports,"2x USB Type-C port supporting:USB4 40Gbps, Thunderbolt 4, USB charging 5 V; 3 A, DC-in port 20 V; 65 W",Yes,N/A,"IEEE 802.11 a/b/g/n/ac/ax
Wireless Wi-Fi 6E 1675i",Bluetooth 5.1 or above,Yes,Yes,NULL,Windows 11 Home,3-cell Lithium Ion (Li-Ion),56 Wh,65 W AC adapter,Pure Silver,"Height: 15.90 mm
Width: 321 mm
Depth: 210.8 mm",1.25 kg,2 Years,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,10.50 Hours (Max),NULL
120440,Acer,Up ,Up ,Intel,Core i5,12th Gen,"12 (Performance-cores-4, Efficient-cores-8)",16,12MB,Intel Integrated SoC,15.6,IPS,Full HD (1920 x 1080),No,"Slim Bezel, Acer ComfyView LED-backlit TFT LCD",8GB (4GBx2),DDR4,2,Upto 32 GB,"PCIe Gen3, 8 Gb/s, NVMe SSD",512 GB,Yes,NVIDIA GeForce RTX 3050,4GB,Backlit Keyboard,"Multi-gesture secure touchpad, supporting two-finger scroll; pinch; gestures to open Cortana, Action Center, multitasking; Fingerprint application commands","T-Type HD camera with 1280 x 720 resolution, 720p HD video at 30 fps with Temporal Noise Reduction",Stereo,Yes,N/A,N/A,NULL,1x HDMI,3x USB 3.2 Gen 1 ports,"1x USB Type-C port (Supporting Thunderbolt-4, USB 3.2 Gen 2, Display Port over USB-C, USB Charging 5V; 3A)",Yes,N/A,802.11a/b/g/n+ax wireless LAN,Bluetooth 5.2,N/A,NULL,NULL,Windows 11 Home,3-cell Li-ion,50 Wh,3-pin 135 W AC adapter,Obsidian Black,"Height: 1.9 cm
Width: 36.3 cm
Depth: 23.8 cm",2.1 Kg,2 Years Warranty (Battery & Adapter 1 Year),NULL,NULL,GDDR6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,"99-/100-/103-key with international language support, with indicators of CapsLock and F4/Microphone mute",NULL,NULL
119350,Asus,NULL,NULL,Intel,Core i7,11th Gen,2.80 GHz up to 4.70 GHz,4,8,NULL,15.6,LED,FHD (1920x1080),NULL,60Hz Anti-Glare Panel with 45% NTSC with wide 178° viewing angles,8GB,DDR4,2,NULL,PCIe NVMe M.2 SSD,512GB,NULL,NVIDIA GeForce MX350,2GB,Illuminated chiclet keyboard,NULL,HD Webcam,Yes,Yes,NULL,Yes,NULL,1 x HDMI,1 x Type-A USB 3.2 (Gen 1),1 x Type-C USB 3.2 (Gen 1),1 x COMBO audio jack,NULL,Wi-Fi 6 (802.11 ax (2x2)),Yes,NULL,NULL,FTPM,Windows 11,3 -Cell,42 Wh,NULL,"Bespoke Black (BQ896W-X513EP)
Cobalt Blue (BQ897W-X513EP)",359 x 235 x 19.9 mm (WxDxH),1.7 kg,02 years International Limited Warranty (Battery 1 year),NULL,3200MHz,GDDR5,Harman Kardon,NULL,NULL,NULL,NULL,NULL,2 x Type-A USB2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119350,Asus,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,15.6,IPS,FHD (1920X1080),No,"LED-Backlit, 16:9, ANTI-GLARE, 250 NITS Display",8GB (Onboard),DDR4,2,Up to 16GB,PCIe Gen3 x2 M.2 SSD,512GB,N/A,NVIDIA GeForce MX350,2GB,Backlit Chiclet Keyboard,Yes,HD,Yes,Yes,N/A,"Micro SD
Micro SD 4.0",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,1x Headphone out,N/A,Wi-Fi 5(802.11ac),Bluetooth 4.1,Yes,NULL,Firmware TPM,Windows 10 64-bit,3-cell Li-ion,"42WHrs, 3S1P","ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal",Hearty Gold,35.90 x 23.50 x 1.79 ~ 1.79 cm,1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,NULL,GDDR5,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",NULL,NULL,NULL,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,1x STD 2.5” SATA HDD,NULL,"Num-key
1.4mm Key-travel",NULL,NULL
122110,ASUS,3.3,4.8,Intel,Core i7,11th Gen,4,8,12MB,NULL,15.6,LED,FHD (1920x1080 ),No,"Glossy Display Surface, 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut, PANTONE Validated, Glossy display, Screen-to-body ratio: 84",8GB (On Board),DDR4,1,8GB,M.2 NVMe PCIe G3.0 SSD,512GB,N/A,Intel Iris Xe,Shared,Backlit Chiclet Keyboard,Yes,HD,Yes,Yes,N/A,1 x Micro SD,NULL,1 x HDMI,1x USB 3.2 Gen 1 Type-A,1 x Thunderbolt 4,1x 3.5mm Combo Audio Jack,N/A,WiFi 6 (802.11ax),Bluetooth 5.0,Yes,NULL,Firmware TPM,Windows 10 Home,3 Cell,63Wh,120W AC Adapter,Quiet Blue,359.8 x 235.3 x 199mm,1.65 kg,02 years International Limited Warranty (Battery 1 year),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,Installed SSD can be upgradeable,NULL,"1.35mm Key-travel, Num Key pad",NULL,NULL
122110,Asus,2.8,4.7,Intel,Core i7,11th Gen,4,8,12MB,NULL,14,IPS,FHD (1920X1080),No,"LED BACKLIT DISPLAY 16:9, ANTI-GRARE DISPLAY, 250 NITS, 84% SCREEN-TO-BODY RATIO",16GB  (ON BOARD),DDR4,NULL,NULL,PCIe Gen3 x2 M.2 SSD,512GB,Yes,NVIDIA GeForce MX350,2GB,ILLUMINATED Backlit Chiclet Keyboard,Yes,720p HD camera,Built-in speaker,Built-in microphone,N/A,"Micro SD card reader
Micro SD 4.0 card reader",NULL,1x HDMI 1.4,1x USB 3.2 Gen 1 Type-A,1x USB 3.2 Gen 1 Type-C,"Audio Jack Combo 
1x Headphone out",N/A,Wi-Fi 6 (802.11ac),Bluetooth 4.1,Yes,NULL,Trusted Platform Module (Firmware TPM),Windows 11 64-bit,"3S1P, 3-cell Li-ion",42WHrs,"ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz universal","Indie Black (AM566W-K413EQ)
Hearty Gold (AM565W-K413EQ)","35.90 x 23.50 x 1.79 ~ 1.79 cm (14.13"" x 9.25"" x 0.70"" ~ 0.70"")",1.80 kg (3.97 lbs),02 years International Limited Warranty (Battery 1 year),NULL,NULL,NULL,"Audio by ICEpower
Harman/Kardon (Mainstream)
with Cortana support",N/A,NULL,BIOS Booting User Password Protection,PCIe Gen3 x2 M.2,NULL,2x USB 2.0 Type-A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1x STD 2.5” SATA HDD,NULL,Num-key 1.4mm Key-travel,NULL,NULL
121000,MSI,3.3,4.2,AMD,Ryzen 5,5th Gen,6,12,"L2 Cache: 3MB
L3 Cache: 16MB",Integrated SoC,15.6,IPS,FHD (1920x1080),No,NULL,8GB,DDR4,2,Up to 64GB,NVMe PCIe Gen3x4 SSD,512GB,No,AMD Radeon RX 5500M,4GB,Backlit Keyboard,Yes,HD type (30fps@720p),2x 2W,Yes,N/A,N/A,NULL,1x (4K @ 60Hz) HDMI,2x Type-A USB3.2 Gen1,1x Type-C USB3.2 Gen1,1x Mic-in/Headphone-out Combo Jack,Gb LAN,802.11 ax Wi-Fi 6,Bluetooth v5.1,N/A,NULL,NULL,Windows 11 Home,3-Cell,53.5 Whr,150W adapter,Titanium Grey,359 x 259 x 24.95 mm,2.35 kg,2 years,144Hz,3200Mhz,GDDR6,NULL,NULL,NULL,NULL,NVMe PCIe,NULL,1x Type-A USB2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Metallic Body,"Single-Color, Red",NULL,NULL
122060,MSI,2.7,4.5,Intel,Core i5,11th Gen,6,16,12M,HM570,15.6,IPS-Level,FHD (1920*1080),No,45%NTSC,8GB,DDR4,2,NULL,NVMe PCIe Gen3x4 SSD,512GB,N/A,NVIDIA GeForce RTX 3050 Max-Q,Shared,Red keyboard with Anti-Ghost key (99 Key),Yes,720p HD,2x Speakers,Yes,N/A,NULL,NULL,1x (4K @ 30Hz) HDMI,3x Type-A USB 3.2 Gen 1,1x Type-C USB 3.2 Gen 1,"1x Mic-in/Headphone-out Combo Jack (1/8"")",Gb LAN,Intel Wi-Fi 6 AX201(2 x 2 ax),Bluetooth 5.1,N/A,N/A,N/A,Windows 10 Original,3 cell Polymer,51Whr,120W adapter,Black,"14.13"" x 9.99"" x 0.85""",4.10 lbs/ 1.86KG,02 years International Warranty,144 Hz,3200MHz,NULL,2W Nahimic 3 / Hi-Res Audio,N/A,N/A,NULL,NVMe PCIe Gen3x4,NULL,1x Type-C USB 3.2 Gen 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
